event_key,conversation_title,referenced_by,reference_sources,roles,in_xlsx,in_export,text_agrees,observed_count,status,confidence,xlsx_text,export_text,relocation_candidates,note,evidence
DialogueNodeEvent:26:191,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Too bad! That was the claim. Stating that the water that fills the pool comes from the air is the claim because it answers the driving question about where the water comes from.,Too bad! That was the claim. Stating that the water that fills the pool comes from the air is the claim because it answers the driving question about where the water comes from.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,191]='Too bad! That was the claim. Stating that the water that fil' || export[26,191]='Too bad! That was the claim. Stating that the water that fil'"
DialogueNodeEvent:26:192,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Oh no! That was reasoning. Water transforming from a gas to a liquid when cooled is reasoning because it accurately explains why the evidence supports the claim.,Oh no! That was reasoning. Water transforming from a gas to a liquid when cooled is reasoning because it accurately explains why the evidence supports the claim.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,192]='Oh no! That was reasoning. Water transforming from a gas to ' || export[26,192]='Oh no! That was reasoning. Water transforming from a gas to '"
DialogueNodeEvent:26:193,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Oh no! That was evidence. The air getting colder was data from the environment.,Oh no! That was evidence. The air getting colder was data from the environment.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,193]='Oh no! That was evidence. The air getting colder was data fr' || export[26,193]='Oh no! That was evidence. The air getting colder was data fr'"
DialogueNodeEvent:26:194,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Too bad! That was the claim. Stating that the water is polluted is the claim because it answers the driving question about whether the water is polluted.,Too bad! That was the claim. Stating that the water is polluted is the claim because it answers the driving question about whether the water is polluted.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,194]='Too bad! That was the claim. Stating that the water is pollu' || export[26,194]='Too bad! That was the claim. Stating that the water is pollu'"
DialogueNodeEvent:26:195,U2/Classifier Feedback,U2P5,grading,,True,True,True,1,EXACT_MATCH,HIGH,Oh no! That was reasoning. Stating that we cannot see water pollutants because they are dissolved in water is accurate and explains why the evidence supports the claim.,Oh no! That was reasoning. Stating that we cannot see water pollutants because they are dissolved in water is accurate and explains why the evidence supports the claim.,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[26,195]='Oh no! That was reasoning. Stating that we cannot see water ' || export[26,195]='Oh no! That was reasoning. Stating that we cannot see water ' || observed x1, e.g. _id=6aaab081485cab4c9545489e ts=2026-09-16T15:06:41.7440000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:26:196,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Oh no! That was evidence. The pollution sensor data was collected from the environment.,Oh no! That was evidence. The pollution sensor data was collected from the environment.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,196]='Oh no! That was evidence. The pollution sensor data was coll' || export[26,196]='Oh no! That was evidence. The pollution sensor data was coll'"
DialogueNodeEvent:26:197,U2/Classifier Feedback,U2P5,grading,,True,True,True,1,EXACT_MATCH,HIGH,Too bad! That was the claim. Stating that salt is not destroyed when it is added to a glass of water is the claim because it answers the driving question about whether the salt is destroyed.,Too bad! That was the claim. Stating that salt is not destroyed when it is added to a glass of water is the claim because it answers the driving question about whether the salt is destroyed.,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[26,197]='Too bad! That was the claim. Stating that salt is not destro' || export[26,197]='Too bad! That was the claim. Stating that salt is not destro' || observed x1, e.g. _id=6aaab20d485cab4c95454958 ts=2026-09-16T15:13:17.6040000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:26:198,U2/Classifier Feedback,U2P5,grading,,True,True,True,1,EXACT_MATCH,HIGH,Oh no! That was reasoning. The statement that the salt dissolved into the water and the number of molecules did not change since the total mass remained the same is reasoning because it is an accurate,Oh no! That was reasoning. The statement that the salt dissolved into the water and the number of molecules did not change since the total mass remained the same is reasoning because it is an accurate,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[26,198]='Oh no! That was reasoning. The statement that the salt disso' || export[26,198]='Oh no! That was reasoning. The statement that the salt disso' || observed x1, e.g. _id=6aaab098485cab4c954548ac ts=2026-09-16T15:07:04.7380000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:26:199,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Oh no! That was evidence. The mass of the salt, water, and salt water was information that was collected from the environment.\r","Oh no! That was evidence. The mass of the salt, water, and salt water was information that was collected from the environment.\r",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,199]='Oh no! That was evidence. The mass of the salt, water, and s' || export[26,199]='Oh no! That was evidence. The mass of the salt, water, and s'"
DialogueNodeEvent:26:200,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Too bad! That was the claim. Stating that ice is frozen water is the claim because it answers the driving question about what ice is.,Too bad! That was the claim. Stating that ice is frozen water is the claim because it answers the driving question about what ice is.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,200]='Too bad! That was the claim. Stating that ice is frozen wate' || export[26,200]='Too bad! That was the claim. Stating that ice is frozen wate'"
DialogueNodeEvent:26:201,U2/Classifier Feedback,U2P5,grading,,True,True,True,1,EXACT_MATCH,HIGH,Oh no! That was reasoning. The statement that ice forms due to the slowing of molecules when liquid water is cooled is reasoning because it is an accurate statement that explains why the evidence supp,Oh no! That was reasoning. The statement that ice forms due to the slowing of molecules when liquid water is cooled is reasoning because it is an accurate statement that explains why the evidence supp,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[26,201]='Oh no! That was reasoning. The statement that ice forms due ' || export[26,201]='Oh no! That was reasoning. The statement that ice forms due ' || observed x1, e.g. _id=6aaab130485cab4c954548fc ts=2026-09-16T15:09:36.2790000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:26:202,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Oh no! That was evidence. The temperature of water and ice was information collected from the environment.,Oh no! That was evidence. The temperature of water and ice was information collected from the environment.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,202]='Oh no! That was evidence. The temperature of water and ice w' || export[26,202]='Oh no! That was evidence. The temperature of water and ice w'"
DialogueNodeEvent:26:203,U2/Classifier Feedback,U2P5,grading,,True,True,True,1,EXACT_MATCH,HIGH,Too bad! That was the claim. Stating that steam is gaseous water is the claim because it answers the driving question about what steam is.,Too bad! That was the claim. Stating that steam is gaseous water is the claim because it answers the driving question about what steam is.,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[26,203]='Too bad! That was the claim. Stating that steam is gaseous w' || export[26,203]='Too bad! That was the claim. Stating that steam is gaseous w' || observed x1, e.g. _id=6aaab227485cab4c95454968 ts=2026-09-16T15:13:43.2000000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:26:204,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Oh no! That was reasoning. The statement that steam forms due to the faster movement of molecules when liquid water is heated is reasoning because it is an accurate statement that explains why the evi,Oh no! That was reasoning. The statement that steam forms due to the faster movement of molecules when liquid water is heated is reasoning because it is an accurate statement that explains why the evi,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,204]='Oh no! That was reasoning. The statement that steam forms du' || export[26,204]='Oh no! That was reasoning. The statement that steam forms du'"
DialogueNodeEvent:26:205,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Oh no! That was evidence. The temperature of the steam and the water was information collected from the environment.,Oh no! That was evidence. The temperature of the steam and the water was information collected from the environment.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,205]='Oh no! That was evidence. The temperature of the steam and t' || export[26,205]='Oh no! That was evidence. The temperature of the steam and t'"
DialogueNodeEvent:26:206,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Too bad! That was the claim. Stating that when a match burns the molecules of the match are not destroyed is the claim because it answers the driving question about what happens to the molecules of th,Too bad! That was the claim. Stating that when a match burns the molecules of the match are not destroyed is the claim because it answers the driving question about what happens to the molecules of th,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,206]='Too bad! That was the claim. Stating that when a match burns' || export[26,206]='Too bad! That was the claim. Stating that when a match burns'"
DialogueNodeEvent:26:207,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Oh no! That was reasoning. The statement that when burning the match the molecules of the match are turned into smoke or gas that can no longer be measured is reasoning because it is an accurate state,Oh no! That was reasoning. The statement that when burning the match the molecules of the match are turned into smoke or gas that can no longer be measured is reasoning because it is an accurate state,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,207]='Oh no! That was reasoning. The statement that when burning t' || export[26,207]='Oh no! That was reasoning. The statement that when burning t'"
DialogueNodeEvent:26:208,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Oh no! That was evidence. The mass of the burned and unburned match was information collected from the environment.\r,Oh no! That was evidence. The mass of the burned and unburned match was information collected from the environment.\r,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,208]='Oh no! That was evidence. The mass of the burned and unburne' || export[26,208]='Oh no! That was evidence. The mass of the burned and unburne'"
DialogueNodeEvent:26:209,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Too bad! That was the claim. Stating that mass of a ball can determine how fast is travels is the claim because it answers the driving question about what determines how fast a ball can travel.,Too bad! That was the claim. Stating that mass of a ball can determine how fast is travels is the claim because it answers the driving question about what determines how fast a ball can travel. ,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,209]='Too bad! That was the claim. Stating that mass of a ball can' || export[26,209]='Too bad! That was the claim. Stating that mass of a ball can'"
DialogueNodeEvent:26:210,U2/Classifier Feedback,U2P5,grading,,True,True,True,1,EXACT_MATCH,HIGH,Oh no! That was reasoning. The statement that the heavier ball requires more force to move because it is made up of more molecules is reasoning because it is an accurate statement that explains why th,Oh no! That was reasoning. The statement that the heavier ball requires more force to move because it is made up of more molecules is reasoning because it is an accurate statement that explains why th,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[26,210]='Oh no! That was reasoning. The statement that the heavier ba' || export[26,210]='Oh no! That was reasoning. The statement that the heavier ba' || observed x1, e.g. _id=6aaab0b1485cab4c954548bc ts=2026-09-16T15:07:29.5510000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:26:211,U2/Classifier Feedback,U2P5,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Oh no! That was evidence. The mass of each ball was information collected from the environment.,Oh no! That was evidence. The mass of each ball was information collected from the environment.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[26,211]='Oh no! That was evidence. The mass of each ball was informat' || export[26,211]='Oh no! That was evidence. The mass of each ball was informat'"
DialogueNodeEvent:27:7,U2/Argumentation Feedback,U2P7,docs;grading,U2P7:Success,True,True,True,1,EXACT_MATCH,HIGH,"Well done! You have made the best argument possible. Good Job, cadet!","Well done! You have made the best argument possible. Good Job, cadet!",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[27,7]='Well done! You have made the best argument possible. Good Jo' || export[27,7]='Well done! You have made the best argument possible. Good Jo' || observed x1, e.g. _id=6aaab761485cab4c95454d58 ts=2026-09-16T15:36:00.9850000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:27:11,U2/Argumentation Feedback,U2P7,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Your evidence does not fit with your claim. Read the backing information to understand the connection between water flow and size of watershed.,Your evidence does not fit with your claim. Read the backing information to understand the connection between water flow and size of watershed.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[27,11]='Your evidence does not fit with your claim. Read the backing' || export[27,11]='Your evidence does not fit with your claim. Read the backing'"
DialogueNodeEvent:27:12,U2/Argumentation Feedback,U2P7,grading,,True,True,True,1,EXACT_MATCH,HIGH,Your evidence does not fit with your claim. Try using a more appropriate claim.,Your evidence does not fit with your claim. Try using a more appropriate claim.,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[27,12]='Your evidence does not fit with your claim. Try using a more' || export[27,12]='Your evidence does not fit with your claim. Try using a more' || observed x1, e.g. _id=6aaab6f7485cab4c95454cb4 ts=2026-09-16T15:34:15.9670000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:27:13,U2/Argumentation Feedback,U2P7,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"While the waterfall may be the taller of the two, how does that help predict the size of the watershed?","While the waterfall may be the taller of the two, how does that help predict the size of the watershed?",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[27,13]='While the waterfall may be the taller of the two, how does t' || export[27,13]='While the waterfall may be the taller of the two, how does t'"
DialogueNodeEvent:27:14,U2/Argumentation Feedback,U2P7,grading,,True,True,True,1,EXACT_MATCH,HIGH,Both your claim and evidence does not link to your reasoning. Try using another piece of evidence and a different claim.,Both your claim and evidence does not link to your reasoning. Try using another piece of evidence and a different claim.,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[27,14]='Both your claim and evidence does not link to your reasoning' || export[27,14]='Both your claim and evidence does not link to your reasoning' || observed x1, e.g. _id=6aaab6e8485cab4c95454c88 ts=2026-09-16T15:34:00.6590000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:27:15,U2/Argumentation Feedback,U2P7,grading,,True,True,True,1,EXACT_MATCH,HIGH,"Not quite, while salinity may be an important factor, it does not help predict the size of watershed. What factor helps predict the size of a watershed?","Not quite, while salinity may be an important factor, it does not help predict the size of watershed. What factor helps predict the size of a watershed?",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[27,15]='Not quite, while salinity may be an important factor, it doe' || export[27,15]='Not quite, while salinity may be an important factor, it doe' || observed x1, e.g. _id=6aaab6be485cab4c95454c4e ts=2026-09-16T15:33:18.1550000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:27:16,U2/Argumentation Feedback,U2P7,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Both your claim and evidence does not link to your reasoning, try using another piece of evidence and a different claim.","Both your claim and evidence does not link to your reasoning, try using another piece of evidence and a different claim.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[27,16]='Both your claim and evidence does not link to your reasoning' || export[27,16]='Both your claim and evidence does not link to your reasoning'"
DialogueNodeEvent:27:17,U2/Argumentation Feedback,U2P7,grading,,True,True,True,1,EXACT_MATCH,HIGH,You have noticed that there is a longer river downstream of the waterfall. We are interested in the area upstream. What factor helps predict the size of the watershed?,You have noticed that there is a longer river downstream of the waterfall. We are interested in the area upstream. What factor helps predict the size of the watershed?,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[27,17]='You have noticed that there is a longer river downstream of ' || export[27,17]='You have noticed that there is a longer river downstream of ' || observed x1, e.g. _id=6aaab6d6485cab4c95454c6a ts=2026-09-16T15:33:42.6000000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:27:18,U2/Argumentation Feedback,U2P7,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Both your claim and evidence does not link to your reasoning, try using another piece of evidence and a different claim.","Both your claim and evidence does not link to your reasoning, try using another piece of evidence and a different claim.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[27,18]='Both your claim and evidence does not link to your reasoning' || export[27,18]='Both your claim and evidence does not link to your reasoning'"
DialogueNodeEvent:27:20,U2/Argumentation Feedback,U2P7,grading,,True,True,True,1,EXACT_MATCH,HIGH,You have used multiple pieces of evidences in your argument. While this is a good idea it is not needed to make this argument. Try picking one evidence and one claim and think about what predicts the ,You have used multiple pieces of evidences in your argument. While this is a good idea it is not needed to make this argument. Try picking one evidence and one claim and think about what predicts the ,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[27,20]='You have used multiple pieces of evidences in your argument.' || export[27,20]='You have used multiple pieces of evidences in your argument.' || observed x1, e.g. _id=6aaab6a8485cab4c95454c32 ts=2026-09-16T15:32:56.1110000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:27:25,U2/Argumentation Feedback,U2P7,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"While the waterfall may be the taller of the two, how does that help predict the size of the watershed?","While the waterfall may be the taller of the two, how does that help predict the size of the watershed?",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[27,25]='While the waterfall may be the taller of the two, how does t' || export[27,25]='While the waterfall may be the taller of the two, how does t'"
DialogueNodeEvent:27:26,U2/Argumentation Feedback,U2P7,grading,,True,True,True,1,EXACT_MATCH,HIGH,Your claim makes sense however the waterfall height might not be the best piece of evidence. Why don’t try using a piece of evidence that is more appropriate.,Your claim makes sense however the waterfall height might not be the best piece of evidence. Why don’t try using a piece of evidence that is more appropriate.,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[27,26]='Your claim makes sense however the waterfall height might no' || export[27,26]='Your claim makes sense however the waterfall height might no' || observed x1, e.g. _id=6aaab743485cab4c95454d36 ts=2026-09-16T15:35:31.0030000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:27:27,U2/Argumentation Feedback,U2P7,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Not quite, while salinity may be an important factor, it does not help predict the size of watershed. What factor helps predict the size of a watershed?","Not quite, while salinity may be an important factor, it does not help predict the size of watershed. What factor helps predict the size of a watershed?",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[27,27]='Not quite, while salinity may be an important factor, it doe' || export[27,27]='Not quite, while salinity may be an important factor, it doe'"
DialogueNodeEvent:27:28,U2/Argumentation Feedback,U2P7,grading,,True,True,True,1,EXACT_MATCH,HIGH,"Not quite, while salinity may be an important factor, it does not help predict the size of watershed. Try selecting a different piece of evidence.","Not quite, while salinity may be an important factor, it does not help predict the size of watershed. Try selecting a different piece of evidence.",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[27,28]='Not quite, while salinity may be an important factor, it doe' || export[27,28]='Not quite, while salinity may be an important factor, it doe' || observed x1, e.g. _id=6aaab72d485cab4c95454d14 ts=2026-09-16T15:35:09.3760000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:27:29,U2/Argumentation Feedback,U2P7,grading,,True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,You have noticed that there is a longer river downstream of the waterfall. We are interested in the area upstream. What factor helps predict the size of the watershed?,You have noticed that there is a longer river downstream of the waterfall. We are interested in the area upstream. What factor helps predict the size of the watershed?,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[27,29]='You have noticed that there is a longer river downstream of ' || export[27,29]='You have noticed that there is a longer river downstream of '"
DialogueNodeEvent:27:30,U2/Argumentation Feedback,U2P7,grading,,True,True,True,1,EXACT_MATCH,HIGH,You have noticed that there is a longer river downstream of the waterfall. We are interested in the area upstream. Try selecting a different piece of evidence.,You have noticed that there is a longer river downstream of the waterfall. We are interested in the area upstream. Try selecting a different piece of evidence.,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[27,30]='You have noticed that there is a longer river downstream of ' || export[27,30]='You have noticed that there is a longer river downstream of ' || observed x1, e.g. _id=6aaab707485cab4c95454cde ts=2026-09-16T15:34:31.9410000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:28:179,U2/DANI/BandFeedback,U2P2,docs;grading,U2P2:Target (wrong direction),True,True,True,4,EXACT_MATCH,HIGH,Anderson said that Toppo’s pod was near our original location. We should look for two rock formations with contour lines close together nearer to where we started. Remember you can move the waypoint o,Anderson said that Toppo’s pod was near our original location. We should look for two rock formations with contour lines close together nearer to where we started. Remember you can move the waypoint o,,ID exists in current dialogue DB and fired in this playthrough,"xlsx[28,179]='Anderson said that Toppo’s pod was near our original locatio' || export[28,179]='Anderson said that Toppo’s pod was near our original locatio' || observed x4, e.g. _id=6aa9f192485cab4c95450ed5 ts=2026-09-16T01:32:02.6300000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:28:180,U2/DANI/BandFeedback,U2P3,docs;grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Try to find Tera as soon as you can. Use your map to find a river nearby then look for an area with an elevation of around 0 feet on its eastern shore.,Try to find Tera as soon as you can. Use your map to find a river nearby then look for an area with an elevation of around 0 feet on its eastern shore.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[28,180]='Try to find Tera as soon as you can. Use your map to find a ' || export[28,180]='Try to find Tera as soon as you can. Use your map to find a '"
DialogueNodeEvent:28:182,U2/DANI/BandFeedback,U2P2,docs;grading,U2P2:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Remember to use your map. To open it press the “M” key.,Remember to use your map. To open it press the “M” key.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[28,182]='Remember to use your map. To open it press the “M” key.' || export[28,182]='Remember to use your map. To open it press the “M” key.'"
DialogueNodeEvent:28:183,U2/DANI/BandFeedback,U2P2,docs;grading,U2P2:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"We need to find Toppo soon, TK. Use your map to find an area on a hill at an elevation of approximately 90 feet.","We need to find Toppo soon, TK. Use your map to find an area on a hill at an elevation of approximately 90 feet.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[28,183]='We need to find Toppo soon, TK. Use your map to find an area' || export[28,183]='We need to find Toppo soon, TK. Use your map to find an area'"
DialogueNodeEvent:28:184,U2/DANI/BandFeedback,U2P3,docs;grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Anderson said that Tera’s pod was beside a nearby river. Let’s look for a river closer to where we started. \n,Anderson said that Tera’s pod was beside a nearby river. Let’s look for a river closer to where we started. \n,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[28,184]='Anderson said that Tera’s pod was beside a nearby river. Let' || export[28,184]='Anderson said that Tera’s pod was beside a nearby river. Let'"
DialogueNodeEvent:28:185,U2/DANI/BandFeedback,U2P3,docs;grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,This area has a fairly high elevation. We’re looking for an area with low elevation. Check your map and see if you can find any good candidates on the eastern shore of a river.,This area has a fairly high elevation. We’re looking for an area with low elevation. Check your map and see if you can find any good candidates on the eastern shore of a river.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[28,185]='This area has a fairly high elevation. We’re looking for an ' || export[28,185]='This area has a fairly high elevation. We’re looking for an '"
DialogueNodeEvent:28:186,U2/DANI/BandFeedback,U2P3,docs;grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,"Tera’s pod crashed on the eastern shore of a river, but we’re on the western shore. We should make our way to the eastern shore of this river.  Check the compass rose on your map to find it.","Tera’s pod crashed on the eastern shore of a river, but we’re on the western shore. We should make our way to the eastern shore of this river.  Check the compass rose on your map to find it.",,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[28,186]='Tera’s pod crashed on the eastern shore of a river, but we’r' || export[28,186]='Tera’s pod crashed on the eastern shore of a river, but we’r'"
DialogueNodeEvent:28:187,U2/DANI/BandFeedback,U2P3,docs;grading,U2P3:Target (wrong direction),True,True,True,4,EXACT_MATCH,HIGH,"Looks like you found an island, Tera's pod is not on an island. Check your map to see if you can find an area of around 0 feet elevation north of Toppo's location along a river.","Looks like you found an island, Tera's pod is not on an island. Check your map to see if you can find an area of around 0 feet elevation north of Toppo's location along a river.",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[28,187]=""Looks like you found an island, Tera's pod is not on an isla"" || export[28,187]=""Looks like you found an island, Tera's pod is not on an isla"" || observed x4, e.g. _id=6aa9f2d6485cab4c954513ad ts=2026-09-16T01:37:27.0920000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:28:188,U2/DANI/BandFeedback,U2P3,docs;grading,U2P3:Target (wrong direction),True,True,True,5,EXACT_MATCH,HIGH,"You found an area of low elevation on this river’s eastern shore, but I don’t see Tera’s pod anywhere. Check your map to see if there’s another area of low elevation along this same shoreline. Maybe T","You found an area of low elevation on this river’s eastern shore, but I don’t see Tera’s pod anywhere. Check your map to see if there’s another area of low elevation along this same shoreline. Maybe T",,ID exists in current dialogue DB and fired in this playthrough,"xlsx[28,188]='You found an area of low elevation on this river’s eastern s' || export[28,188]='You found an area of low elevation on this river’s eastern s' || observed x5, e.g. _id=6aa9f2a6485cab4c954512e5 ts=2026-09-16T01:36:38.2540000Z (wenyi091426-3.stratalog.logdata.json)"
DialogueNodeEvent:28:190,U2/DANI/BandFeedback,U2P3,grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Aryn might need our help. We should try to find him as soon as possible. Check your map and look for a mountain range with a passage that goes all the way through to the other side.,Aryn might need our help. We should try to find him as soon as possible. Check your map and look for a mountain range with a passage that goes all the way through to the other side.,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[28,190]='Aryn might need our help. We should try to find him as soon ' || export[28,190]='Aryn might need our help. We should try to find him as soon '"
DialogueNodeEvent:28:191,U2/DANI/BandFeedback,U2P3,docs;grading,U2P3:Target (wrong direction),True,True,True,0,EXPECTED_DIALOGUE_NOT_OBSERVED,MEDIUM,Anderson said that Tera’s pod was beside a nearby river. Let’s look for a river closer to where we started.,Anderson said that Tera’s pod was beside a nearby river. Let’s look for a river closer to where we started. ,,ID exists in current dialogue DB but did not fire in this playthrough (may be conditional dialogue),"xlsx[28,191]='Anderson said that Tera’s pod was beside a nearby river. Let' || export[28,191]='Anderson said that Tera’s pod was beside a nearby river. Let'"
